currency,quarter,fx_usd
PLN,2016q2,3.942
PLN,2016q3,3.8229
PLN,2016q4,4.1873
PLN,2017q1,3.973
PLN,2017q2,3.7027
PLN,2017q3,3.6506
PLN,2017q4,3.4841
PLN,2018q1,3.4166
PLN,2018q2,3.7425
PLN,2018q3,3.6884
PLN,2018q4,3.7372
PLN,2019q1,3.8371
PLN,2019q2,3.7323
PLN,2019q3,4.0101
PLN,2019q4,3.7942
PLN,2020q1,4.129
PLN,2020q2,3.957
PLN,2020q3,3.7426
RUB,2006q2,26.85899925231934
RUB,2006q3,26.80660057067871
RUB,2006q4,26.33099937438965
RUB,2007q1,26.03709983825684
RUB,2007q2,25.77280044555664
RUB,2007q3,24.89240074157715
RUB,2007q4,24.54170036315918
RUB,2008q1,23.45050048828125
RUB,2008q2,23.4473991394043
RUB,2008q3,25.68519973754883
RUB,2008q4,30.54500007629395
RUB,2009q1,33.92100143432617
RUB,2009q2,31.17550086975098
RUB,2009q3,30.05249977111816
RUB,2009q4,30.31599998474121
RUB,2010q1,29.42550086975098
RUB,2010q2,31.23699951171875
RUB,2010q3,30.57200050354004
RUB,2010q4,30.5319995880127
RUB,2011q1,28.42600059509277
RUB,2011q2,27.92049980163574
RUB,2011q3,32.24499893188477
RUB,2011q4,32.13299942016602
RUB,2012q1,29.45549964904785
RUB,2012q2,32.44680023193359
RUB,2012q3,31.21129989624023
RUB,2012q4,30.5580005645752
RUB,2013q1,31.09440040588379
RUB,2013q2,32.8380012512207
RUB,2013q3,32.39849853515625
RUB,2013q4,32.88510131835938
RUB,2014q1,35.14839935302734
RUB,2014q2,34.06240081787109
RUB,2014q3,39.56650161743164
RUB,2014q4,60.15000152587891
RUB,2015q1,58.27730178833008
RUB,2015q2,55.86489868164063
RUB,2015q3,65.75589752197266
RUB,2015q4,73.18499755859375
RUB,2016q1,67.01000213623047
RUB,2016q2,64.02749633789063
RUB,2016q3,63.17129898071289
RUB,2016q4,61.06589889526367
RUB,2017q1,56.35189819335938
RUB,2017q2,59.28300094604492
RUB,2017q3,57.57099914550781
RUB,2017q4,57.58349990844727
RUB,2018q1,57.51380157470703
RUB,2018q2,62.71440124511719
RUB,2018q3,65.51100158691406
RUB,2018q4,69.45880126953125
RUB,2019q1,65.71410369873047
RUB,2019q2,63.09500122070313
RUB,2019q3,64.91110229492188
RUB,2019q4,62.12689971923828
RUB,2020q1,78.23159790039063
RUB,2020q2,71.28359985351563
RUB,2020q3,74.79429626464844
SEK,1994q1,7.8405
SEK,1994q2,7.6633
SEK,1994q3,7.4784
SEK,1994q4,7.4245
SEK,1995q1,7.3367
SEK,1995q2,7.2608
SEK,1995q3,6.9226
SEK,1995q4,6.6578
SEK,1996q1,6.6748
SEK,1996q2,6.6418
SEK,1996q3,6.6348
SEK,1996q4,6.8122
SEK,1997q1,7.5492
SEK,1997q2,7.7273
SEK,1997q3,7.568
SEK,1997q4,7.9143
SEK,1998q1,8.007999999999999
SEK,1998q2,7.9919
SEK,1998q3,7.8565
SEK,1998q4,8.1023
SEK,1999q1,8.264699999999999
SEK,1999q2,8.4505
SEK,1999q3,8.156000000000001
SEK,1999q4,8.5168
SEK,2000q1,8.6427
SEK,2000q2,8.8269
SEK,2000q3,9.653499999999999
SEK,2000q4,9.415800000000001
SEK,2001q1,10.4126
SEK,2001q2,10.8486
SEK,2001q3,10.6859
SEK,2001q4,10.481
SEK,2002q1,10.3585
SEK,2002q2,9.1595
SEK,2002q3,9.262
SEK,2002q4,8.690300000000001
SEK,2003q1,8.4528
SEK,2003q2,7.9886
SEK,2003q3,7.7535
SEK,2003q4,7.1892
SEK,2004q1,7.5364
SEK,2004q2,7.512
SEK,2004q3,7.2703
SEK,2004q4,6.6559
SEK,2005q1,7.0747
SEK,2005q2,7.8102
SEK,2005q3,7.7448
SEK,2005q4,7.9386
SEK,2006q1,7.7953
SEK,2006q2,7.1966
SEK,2006q3,7.3329
SEK,2006q4,6.8485
SEK,2007q1,6.9834
SEK,2007q2,6.8337
SEK,2007q3,6.4381
SEK,2007q4,6.4704
SEK,2008q1,5.942
SEK,2008q2,6.0131
SEK,2008q3,6.9181
SEK,2008q4,7.8347
SEK,2009q1,8.247400000000001
SEK,2009q2,7.7024
SEK,2009q3,6.9608
SEK,2009q4,7.1609
SEK,2010q1,7.2186
SEK,2010q2,7.7944
SEK,2010q3,6.7403
SEK,2010q4,6.7114
SEK,2011q1,6.3235
SEK,2011q2,6.3284
SEK,2011q3,6.874
SEK,2011q4,6.8872
SEK,2012q1,6.6147
SEK,2012q2,6.9224
SEK,2012q3,6.565
SEK,2012q4,6.5032
SEK,2013q1,6.5281
SEK,2013q2,6.6999
SEK,2013q3,6.4295
SEK,2013q4,6.438
SEK,2014q1,6.4727
SEK,2014q2,6.6834
SEK,2014q3,7.2137
SEK,2014q4,7.807
SEK,2015q1,8.631399999999999
SEK,2015q2,8.2872
SEK,2015q3,8.369899999999999
SEK,2015q4,8.4412
SEK,2016q1,8.117800000000001
SEK,2016q2,8.4597
SEK,2016q3,8.5739
SEK,2016q4,9.1061
SEK,2017q1,8.970700000000001
SEK,2017q2,8.4322
SEK,2017q3,8.148
SEK,2017q4,8.183299999999999
SEK,2018q1,8.341799999999999
SEK,2018q2,8.9428
SEK,2018q3,8.8894
SEK,2018q4,8.853300000000001
SEK,2019q1,9.291700000000001
SEK,2019q2,9.2845
SEK,2019q3,9.840299999999999
SEK,2019q4,9.365
SEK,2020q1,9.905200000000001
SEK,2020q2,9.321099999999999
SEK,2020q3,8.795500000000001
THB,2006q4,36.20000076293945
THB,2007q1,35.04999160766602
THB,2007q2,34.53998947143555
THB,2007q3,34.27999877929688
THB,2007q4,33.70000076293945
THB,2008q1,31.5
THB,2008q2,33.46998977661133
THB,2008q3,33.87998962402344
THB,2008q4,34.84000015258789
THB,2009q1,35.489990234375
THB,2009q2,34.09999084472656
THB,2009q3,33.43999099731445
THB,2009q4,33.34999084472656
THB,2010q1,32.36999893188477
THB,2010q2,32.40998840332031
THB,2010q3,30.3700008392334
THB,2010q4,30.15999031066895
THB,2011q1,30.25999069213867
THB,2011q2,30.75
THB,2011q3,31.09999084472656
THB,2011q4,31.57999038696289
THB,2012q1,30.85998916625977
THB,2012q2,31.76999092102051
THB,2012q3,30.79998970031738
THB,2012q4,30.60998916625977
THB,2013q1,29.29998970031738
THB,2013q2,31.03000068664551
THB,2013q3,31.28998947143555
THB,2013q4,32.86999893188477
THB,2014q1,32.45000076293945
THB,2014q2,32.46998977661133
THB,2014q3,32.43999099731445
THB,2014q4,32.90998840332031
THB,2015q1,32.54999160766602
THB,2015q2,33.78498840332031
THB,2015q3,36.30498886108398
THB,2015q4,36
THB,2016q1,35.18999099731445
THB,2016q2,35.14999008178711
THB,2016q3,34.66999816894531
THB,2016q4,35.81698989868164
THB,2017q1,34.36899185180664
THB,2017q2,33.97999954223633
THB,2017q3,33.35998916625977
THB,2017q4,32.59999084472656
THB,2018q1,31.28000068664551
THB,2018q2,33.13999938964844
THB,2018q3,32.34999084472656
THB,2018q4,32.5625
THB,2019q1,31.73868942260742
THB,2019q2,30.67000007629395
THB,2019q3,30.59000015258789
THB,2019q4,29.95719909667969
THB,2020q1,32.82500076293945
THB,2020q2,30.9109992980957
THB,2020q3,31.55250930786133
ZAR,1996q4,4.6783
ZAR,1997q1,4.42
ZAR,1997q2,4.5355
ZAR,1997q3,4.6545
ZAR,1997q4,4.8665
ZAR,1998q1,5.0345
ZAR,1998q2,5.9653
ZAR,1998q3,5.925
ZAR,1998q4,5.8675
ZAR,1999q1,6.1578
ZAR,1999q2,6.0125
ZAR,1999q3,6.0075
ZAR,1999q4,6.1548
ZAR,2000q1,6.525
ZAR,2000q2,6.795
ZAR,2000q3,7.235
ZAR,2000q4,7.5788
ZAR,2001q1,8.012499999999999
ZAR,2001q2,8.045
ZAR,2001q3,9.0265
ZAR,2001q4,11.961
ZAR,2002q1,11.33
ZAR,2002q2,10.295
ZAR,2002q3,10.54
ZAR,2002q4,8.5702
ZAR,2003q1,7.8651
ZAR,2003q2,7.4704
ZAR,2003q3,6.9309
ZAR,2003q4,6.6843
ZAR,2004q1,6.2925
ZAR,2004q2,6.1362
ZAR,2004q3,6.4535
ZAR,2004q4,5.665
ZAR,2005q1,6.2395
ZAR,2005q2,6.6495
ZAR,2005q3,6.3701
ZAR,2005q4,6.3288
ZAR,2006q1,6.1765
ZAR,2006q2,7.174
ZAR,2006q3,7.7838
ZAR,2006q4,7.006
ZAR,2007q1,7.2638
ZAR,2007q2,7.043
ZAR,2007q3,6.8698
ZAR,2007q4,6.8625
ZAR,2008q1,8.0905
ZAR,2008q2,7.8194
ZAR,2008q3,8.2865
ZAR,2008q4,9.525
ZAR,2009q1,9.502599999999999
ZAR,2009q2,7.714
ZAR,2009q3,7.5098
ZAR,2009q4,7.398
ZAR,2010q1,7.285
ZAR,2010q2,7.671
ZAR,2010q3,6.963
ZAR,2010q4,6.6291
ZAR,2011q1,6.7743
ZAR,2011q2,6.7693
ZAR,2011q3,8.0967
ZAR,2011q4,8.09
ZAR,2012q1,7.673
ZAR,2012q2,8.164199999999999
ZAR,2012q3,8.3146
ZAR,2012q4,8.4735
ZAR,2013q1,9.2362
ZAR,2013q2,9.880599999999999
ZAR,2013q3,10.0278
ZAR,2013q4,10.4926
ZAR,2014q1,10.5319
ZAR,2014q2,10.6375
ZAR,2014q3,11.2853
ZAR,2014q4,11.5706
ZAR,2015q1,12.1321
ZAR,2015q2,12.1688
ZAR,2015q3,13.8549
ZAR,2015q4,15.4685
ZAR,2016q1,14.7673
ZAR,2016q2,14.7266
ZAR,2016q3,13.7225
ZAR,2016q4,13.7401
ZAR,2017q1,13.4136
ZAR,2017q2,13.0744
ZAR,2017q3,13.559
ZAR,2017q4,12.3828
ZAR,2018q1,11.8408
ZAR,2018q2,13.725
ZAR,2018q3,14.1415
ZAR,2018q4,14.3467
ZAR,2019q1,14.5012
ZAR,2019q2,14.0869
ZAR,2019q3,15.1363
ZAR,2019q4,14
ZAR,2020q1,17.8379
ZAR,2020q2,17.3512
ZAR,2020q3,17.1557
